id,file,Component,Smell,Details,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
656,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\CreateTable\CreateTableInstructions.tsx,CreateTableInstructions,Too many props,"Number of props: 22; Props: hideHeader,className,ref,bucketId,data,projectRef,isPending,connectionString,id,enabled,warehouse,catalogUri,s3Endpoint,s3Region,s3AccessKey,s3SecretKey,token,comment,command,jsx,ids,content",,
657,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\CreateTable\CreateTableSheet.tsx,CreateTableSheet,Large Component,LOC: 326; Number of props: 27; Number of attributes: 0; Number of methods: 1,,
658,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\CreateTable\CreateTableSheet.tsx,CreateTableSheet,Too many props,"Number of props: 27; Props: open,onOpenChange,ref,bucketId,namespace,newNamespace,name,columns,resolver,defaultValues,mode,fields,append,remove,control,data,projectRef,warehouse,enabled,mutateAsync,message,id,type,required,field,gridColumnStart,valueAsNumber",,
659,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\index.tsx,AnalyticBucketDetails,Large Component,LOC: 305; Number of props: 24; Number of attributes: 0; Number of methods: 0,,
660,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\index.tsx,AnalyticBucketDetails,Too many props,"Number of props: 24; Props: ref,data,state,error,isSuccess,isError,history,clearOnDefault,mutateAsync,isPending,publication,pipeline,icebergWrapper,isLoadingWrapperInstance,projectRef,bucketId,pipelineId,refetchInterval,connectionString,warehouse,namespace,schema,tables,title",,
661,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\InitializeForeignSchemaDialog.tsx,InitializeForeignSchemaDialog,Large Component,LOC: 103; Number of props: 15; Number of attributes: 0; Number of methods: 1,,
662,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\InitializeForeignSchemaDialog.tsx,InitializeForeignSchemaDialog,Too many props,"Number of props: 15; Props: namespace,ref,bucketId,data,projectRef,schema,resolver,defaultValues,mutateAsync,connectionString,name,serverName,sourceSchema,targetSchema,field",,
663,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\NamespaceWithTables\index.tsx,NamespaceWithTables,Large Component,LOC: 345; Number of props: 28; Number of attributes: 0; Number of methods: 2,,
664,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\NamespaceWithTables\index.tsx,NamespaceWithTables,Too many props,"Number of props: 28; Props: namespace,sourceType,schema,tables,wrapperValues,pollIntervalNamespaceTables,setPollIntervalNamespaceTables,ref,bucketId,data,publication,icebergWrapper,projectRef,isPending,isSuccess,warehouse,refetchInterval,mutateAsync,connectionString,serverName,sourceSchema,targetSchema,id,name,isConnected,table,schemaName,tableName",,
665,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\NamespaceWithTables\TableRowComponent.tsx,TableRowComponent,Large Component,LOC: 492; Number of props: 29; Number of attributes: 0; Number of methods: 4,,
666,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\NamespaceWithTables\TableRowComponent.tsx,TableRowComponent,Too many props,"Number of props: 29; Props: table,schema,namespace,ref,bucketId,data,sourceId,publication,pipeline,icebergWrapper,projectRef,isPending,pipelineId,meta,mutateAsync,onError,tableName,publicationName,tables,name,connectionString,wrapper,wrapperMeta,wrapper_name,server_name,formState,warehouse,schemaName,content",,
667,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\UpdateForeignSchemaDialog.tsx,UpdateForeignSchemaDialog,Large Component,LOC: 137; Number of props: 18; Number of attributes: 0; Number of methods: 1,,
668,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\UpdateForeignSchemaDialog.tsx,UpdateForeignSchemaDialog,Too many props,"Number of props: 18; Props: namespace,tables,ref,bucketId,data,icebergWrapper,schema,resolver,defaultValues,values,mutateAsync,isPending,projectRef,connectionString,serverName,sourceSchema,targetSchema,field",,
669,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\CreateAnalyticsBucketForm.tsx,CreateAnalyticsBucketForm,Large Component,LOC: 164; Number of props: 22; Number of attributes: 0; Number of methods: 1,,
670,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\CreateAnalyticsBucketForm.tsx,CreateAnalyticsBucketForm,Too many props,"Number of props: 22; Props: type,onOpenChange,ref,data,extension,state,projectRef,mutate,mutateAsync,isPending,onError,resolver,defaultValues,bucketName,connectionString,name,schema,version,action,properties,groups,field",,
671,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\index.tsx,AnalyticsBuckets,Large Component,LOC: 176; Number of props: 9; Number of attributes: 0; Number of methods: 0,,
672,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\CreateBucketModal.tsx,CreateBucketModal,Large Component,LOC: 339; Number of props: 25; Number of attributes: 0; Number of methods: 2,,
673,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\CreateBucketModal.tsx,CreateBucketModal,Too many props,"Number of props: 25; Props: open,onOpenChange,ref,data,projectRef,enabled,value,unit,mutate,mutateAsync,isPending,onError,resolver,defaultValues,formatted_size_limit,type,message,id,isPublic,file_size_limit,allowed_mime_types,action,properties,groups,field",,
674,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\EditBucketModal.tsx,DeleteBucketModal,Large Component,LOC: 78; Number of props: 16; Number of attributes: 0; Number of methods: 1,,
675,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\EditBucketModal.tsx,DeleteBucketModal,Too many props,"Number of props: 16; Props: visible,bucket,onClose,ref,bucketId,data,projectRef,connectionString,schema,mutateAsync,isPending,mutate,onSuccess,id,title,description",,
676,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\EditBucketModal.tsx,DeleteBucketModal,Large Component,LOC: 78; Number of props: 16; Number of attributes: 0; Number of methods: 1,,
677,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\EditBucketModal.tsx,DeleteBucketModal,Too many props,"Number of props: 16; Props: visible,bucket,onClose,ref,bucketId,data,projectRef,connectionString,schema,mutateAsync,isPending,mutate,onSuccess,id,title,description",,
678,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\FilesBuckets\index.tsx,FilesBuckets,Large Component,LOC: 134; Number of props: 19; Number of attributes: 0; Number of methods: 0,,
679,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\FilesBuckets\index.tsx,FilesBuckets,Too many props,"Number of props: 19; Props: ref,history,clearOnDefault,data,projectRef,enabled,error,isError,isPending,isSuccess,isFetching,fetchNextPage,hasNextPage,search,sortColumn,sortOrder,hasMore,isLoadingMore,onLoadMore",,
680,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\ImportForeignSchemaDialog.tsx,ImportForeignSchemaDialog,Large Component,LOC: 184; Number of props: 27; Number of attributes: 0; Number of methods: 1,,
681,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\ImportForeignSchemaDialog.tsx,ImportForeignSchemaDialog,Too many props,"Number of props: 27; Props: namespace,visible,onClose,circumstance,ref,bucketId,data,projectRef,icebergWrapperMeta,mutateAsync,onSuccess,bucketName,sourceNamespace,targetSchema,resolver,defaultValues,connectionString,name,serverName,sourceSchema,wrapper,wrapperMeta,wrapper_name,server_name,formState,tables,field",,
682,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorer.tsx,FileExplorer,Large Component,LOC: 76; Number of props: 14; Number of attributes: 0; Number of methods: 0,,
683,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorer.tsx,FileExplorer,Too many props,"Number of props: 14; Props: columns,selectedItems,itemSearchString,isLoading,onFilesUpload,onSelectAllItemsInColumn,onSelectColumnEmptySpace,onColumnLoadMore,scrollWidth,clientWidth,id,name,items,status",,
684,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerColumn.tsx,SelectAllCheckbox,Large Component,LOC: 9; Number of props: 17; Number of attributes: 0; Number of methods: 3,,
685,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerColumn.tsx,SelectAllCheckbox,Too many props,"Number of props: 17; Props: index,column,fullWidth,selectedItems,itemSearchString,onFilesUpload,onSelectAllItemsInColumn,onSelectColumnEmptySpace,onColumnLoadMore,can,scrollHeight,clientHeight,columnIndex,show,id,props,view",,
686,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerColumn.tsx,SelectAllCheckbox,Large Component,LOC: 9; Number of props: 17; Number of attributes: 0; Number of methods: 3,,
687,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerColumn.tsx,SelectAllCheckbox,Too many props,"Number of props: 17; Props: index,column,fullWidth,selectedItems,itemSearchString,onFilesUpload,onSelectAllItemsInColumn,onSelectColumnEmptySpace,onColumnLoadMore,can,scrollHeight,clientHeight,columnIndex,show,id,props,view",,
688,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerHeader.tsx,FileExplorerHeader,Large Component,LOC: 352; Number of props: 23; Number of attributes: 0; Number of methods: 11,,
689,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerHeader.tsx,FileExplorerHeader,Too many props,"Number of props: 23; Props: itemSearchString,setItemSearchString,onFilesUpload,isLoading,message,columns,sortBy,setSortBy,sortByOrder,setSortByOrder,popColumn,popColumnAtIndex,popOpenedFolders,popOpenedFoldersAtIndex,fetchFoldersByPath,refetchAllOpenedFolders,addNewFolderPlaceholder,clearOpenedFolders,setSelectedFilePreview,selectedBucket,can,paths,content",,
690,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerHeader.tsx,FileExplorerHeader,Uncontrolled component,"Line 414: <input ref={uploadButtonRef} type=""file"" multiple onChange={onFilesUpload} />
",,
691,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\PreviewPane.tsx,PreviewPane,Large Component,LOC: 167; Number of props: 10; Number of attributes: 0; Number of methods: 0,,
692,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\StorageExplorer.tsx,StorageExplorer,Large Component,LOC: 169; Number of props: 33; Number of attributes: 0; Number of methods: 4,,
693,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\StorageExplorer.tsx,StorageExplorer,Too many props,"Number of props: 33; Props: ref,bucketId,projectRef,view,columns,selectedItems,openedFolders,selectedItemsToMove,selectedBucket,fetchFolderContents,fetchMoreFolderContents,fetchFoldersByPath,uploadFiles,moveFiles,popColumnAtIndex,popOpenedFoldersAtIndex,setSelectedItems,clearSelectedItems,setSelectedFilePreview,setSelectedItemsToMove,enabled,data,isLoading,folderId,folderName,index,searchString,paths,showLoading,columnIndex,files,isDrop,column",,
694,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StoragePolicies\StoragePoliciesEditPolicyModal.tsx,StoragePolicyEditorModalTitle,Large Component,LOC: 35; Number of props: 13; Number of attributes: 0; Number of methods: 14,,
695,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StoragePolicies\StoragePoliciesEditPolicyModal.tsx,StoragePolicyEditorModalTitle,Large Component,LOC: 35; Number of props: 13; Number of attributes: 0; Number of methods: 14,,
696,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\CreateCredentialModal.tsx,CreateCredentialModal,Large Component,LOC: 161; Number of props: 12; Number of attributes: 0; Number of methods: 1,,
